Brand,Name,Location,Latitude (generated),Longitude (generated),Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Honda,Honda CR-V 2.0 AT,Kochi,9.9353,76.2592,2017,41697,Petrol,Automatic,First,13.1,1997,141.1,5,16.68
Hyundai,Hyundai i20 1.2 Asta,Chennai,13.09,80.27,2014,41681,Petrol,Manual,First,17,1197,80,5,4.55
Land,Land Rover Range Rover HSE Dynamic,Kochi,9.9353,76.2592,2018,41661,Diesel,Automatic,First,12.7,2179,187.7,5,44.83
Toyota,Toyota Fortuner 3.0 Diesel,Mumbai,18.9667,72.8333,2010,41650,Diesel,Manual,Second,11.5,2982,171,7,10.99
Hyundai,Hyundai Creta 1.4 E Plus Diesel,Kochi,9.9353,76.2592,2018,41641,Diesel,Manual,First,21.38,1396,88.7,5,10.82
Skoda,Skoda Fabia 1.6 MPI Elegance,Pune,18.5236,73.8478,2012,41629,Petrol,Manual,Second,14.83,1598,105,5,2.25
Toyota,Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,9.9353,76.2592,2016,41617,Petrol,Automatic,First,14.53,1794,138.1,5,14.14
Hyundai,Hyundai Verna 1.6 SX VTVT,Kochi,9.9353,76.2592,2017,41534,Petrol,Manual,First,17.01,1591,121.3,5,7.99
Hyundai,Hyundai Verna 1.6 SX VTVT,Pune,18.5236,73.8478,2013,41500,Petrol,Manual,Second,17.01,1591,121.3,5,5
Mercedes-Benz,Mercedes-Benz E-Class 2015-2017 E350 Edition E,Jaipur,26.9167,75.8667,2015,41493,Diesel,Automatic,First,13,2987,265,5,42
Mercedes-Benz,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Coimbatore,11,76.9667,2018,41467,Diesel,Automatic,First,15,2143,204,5,37.98
Maruti,Maruti Swift VDI BSIV,Jaipur,26.9167,75.8667,2016,41460,Diesel,Manual,First,25.2,1248,74,5,5.9
Honda,Honda Brio 1.2 VX MT,Kochi,9.9353,76.2592,2014,41460,Petrol,Manual,First,18.5,1198,86.8,5,3.95
Mercedes-Benz,Mercedes-Benz B Class B180,Kochi,9.9353,76.2592,2014,41380,Petrol,Automatic,Second,14.8,1595,120.7,5,11.77
Maruti,Maruti Vitara Brezza ZDi,Hyderabad,17.3667,78.4667,2016,41372,Diesel,Manual,First,24.3,1248,88.5,5,9.3
Mercedes-Benz,Mercedes-Benz New C-Class 250 CDI Classic,Hyderabad,17.3667,78.4667,2012,41367,Diesel,Automatic,First,15.8,2148,170,5,18.49
Mahindra,Mahindra XUV500 W6 2WD,Kochi,9.9353,76.2592,2017,41290,Diesel,Manual,Second,16,2179,140,7,10.94
Ford,Ford Figo Diesel EXI,Kolkata,22.5411,88.3378,2012,41284,Diesel,Manual,First,20,1399,68.05,5,2.5
Maruti,Maruti Ciaz 1.4 Alpha,Kochi,9.9353,76.2592,2018,41283,Petrol,Manual,First,20.73,1373,91.1,5,9.9
Maruti,Maruti Ciaz VDI SHVS,Kochi,9.9353,76.2592,2017,41217,Diesel,Manual,First,28.09,1248,88.5,5,7.4
Honda,Honda Amaze S i-Vtech,Jaipur,26.9167,75.8667,2014,41210,Petrol,Manual,First,18,1198,86.7,5,4.4
Tata,Tata Manza Aqua Safire,Mumbai,18.9667,72.8333,2010,41195,Petrol,Manual,First,15,1368,90,5,1.38
Hyundai,Hyundai Santro Xing GL Plus,Ahmedabad,23.03,72.58,2014,41125,Petrol,Manual,First,17.92,1086,62.1,5,2.7
Maruti,Maruti Celerio VXI,Chennai,13.09,80.27,2014,41123,Petrol,Manual,First,23.1,998,67.04,5,3.4
BMW,BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,22.5411,88.3378,2012,41100,Diesel,Automatic,First,16.77,2993,261.49,5,26.5
BMW,BMW X3 xDrive20d,Coimbatore,11,76.9667,2014,41089,Diesel,Automatic,First,16.09,1995,184,5,28.79
Mercedes-Benz,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,11,76.9667,2016,41082,Diesel,Automatic,First,13,2143,204,5,38.76
Maruti,Maruti Swift DDiS VDI,Coimbatore,11,76.9667,2019,41075,Diesel,Manual,First,28.4,1248,74,5,8.4
Mercedes-Benz,Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,9.9353,76.2592,2015,41057,Diesel,Automatic,First,13,2143,201.1,5,24.63
Audi,Audi A6 2011-2015 35 TDI Technology,Coimbatore,11,76.9667,2017,41041,Diesel,Automatic,First,17.68,1968,174.33,5,37.56
Hyundai,Hyundai i10 Sportz AT,Coimbatore,11,76.9667,2014,41016,Petrol,Automatic,Second,16.95,1197,78.9,5,5.08
Hyundai,Hyundai i10 Sportz,Coimbatore,11,76.9667,2015,41008,Petrol,Manual,Second,20.36,1197,78.9,5,4.87
Hyundai,Hyundai Creta 1.6 CRDi SX Option,Pune,18.5236,73.8478,2015,41000,Diesel,Manual,First,19.67,1582,126.2,5,12.5
BMW,BMW X5 xDrive 30d,Mumbai,18.9667,72.8333,2015,41000,Diesel,Automatic,First,15.3,2993,258,5,45
BMW,BMW 3 Series Luxury Line,Mumbai,18.9667,72.8333,2015,41000,Diesel,Automatic,First,21.76,1995,190,5,25.5
Maruti,Maruti Ciaz RS ZDi Plus SHVS,Delhi,28.7,77.2,2016,41000,Diesel,Manual,First,28.09,1248,88.5,5,9.5
Mahindra,Mahindra XUV500 AT W10 FWD,Mumbai,18.9667,72.8333,2016,41000,Diesel,Automatic,First,16,2179,140,7,13.75
Hyundai,Hyundai Creta 1.6 CRDi SX Option,Chennai,13.09,80.27,2015,41000,Diesel,Manual,First,19.67,1582,126.2,5,11.9
Tata,Tata Indigo CS Emax CNG GLX,Pune,18.5236,73.8478,2014,41000,CNG,Manual,First,24.6,1193,55.23,5,3.25
Maruti,Maruti SX4 S Cross DDiS 320 Zeta,Chennai,13.09,80.27,2016,41000,Diesel,Manual,First,22.7,1598,118,5,7.7
Audi,Audi A6 2.8 FSI,Ahmedabad,23.03,72.58,2008,41000,Petrol,Automatic,Second,10.4,2773,201,5,10.5
Nissan,Nissan Micra Active XV,Ahmedabad,23.03,72.58,2016,41000,Petrol,Manual,First,19.69,1198,67.04,5,4.25
Volkswagen,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,18.9667,72.8333,2012,41000,Petrol,Manual,First,16.47,1198,73.9,5,3.1
Maruti,Maruti Wagon R LXI CNG,Mumbai,18.9667,72.8333,2014,41000,CNG,Manual,First,26.2,998,58.2,5,3.5
Hyundai,Hyundai Sonata Transform 2.4 GDi AT,Kolkata,22.5411,88.3378,2013,41000,Petrol,Automatic,First,12.37,2359,198.25,5,6
Volkswagen,Volkswagen Vento Diesel Trendline,Chennai,13.09,80.27,2011,41000,Diesel,Manual,First,20.54,1598,103.6,5,4
Honda,Honda Brio S MT,Mumbai,18.9667,72.8333,2013,41000,Petrol,Manual,First,19.4,1198,86.8,5,3.1
Renault,Renault Duster 85PS Diesel RxL,Mumbai,18.9667,72.8333,2013,41000,Diesel,Manual,First,19.87,1461,83.8,5,5.5
Hyundai,Hyundai Xcent 1.2 Kappa AT SX Option,Mumbai,18.9667,72.8333,2015,41000,Petrol,Automatic,First,16.9,1197,82,5,5.45
Hyundai,Hyundai Verna SX CRDi AT,Chennai,13.09,80.27,2012,41000,Diesel,Automatic,First,19.08,1582,126.32,5,6.25
Volkswagen,Volkswagen Vento Petrol Highline AT,Pune,18.5236,73.8478,2013,41000,Petrol,Automatic,First,14.4,1598,103.6,5,5.25
Hyundai,Hyundai i10 Magna,Mumbai,18.9667,72.8333,2011,41000,Petrol,Manual,First,20.36,1197,78.9,5,2.65
Mercedes-Benz,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Jaipur,26.9167,75.8667,2014,41000,Diesel,Automatic,First,14.84,2143,170,5,18.5
Skoda,Skoda Rapid 1.5 TDI Ambition,Hyderabad,17.3667,78.4667,2016,41000,Diesel,Manual,First,21.14,1498,103.52,5,8.5
Honda,Honda City V MT AVN,Chennai,13.09,80.27,2012,41000,Petrol,Manual,Second,16.8,1497,116.3,5,4.5
Force,Force One LX ABS 7 Seating,Kolkata,22.5411,88.3378,2014,41000,Diesel,Manual,First,17,2149,139.07,7,8
Hyundai,Hyundai i20 Asta 1.2,Kolkata,22.5411,88.3378,2015,41000,Petrol,Manual,First,18.6,1197,81.83,5,4.75
Force,Force One LX 4x4,Kolkata,22.5411,88.3378,2014,41000,Diesel,Manual,First,17,2200,139.01,7,8
Chevrolet,Chevrolet Sail 1.2 LS,Mumbai,18.9667,72.8333,2015,41000,Petrol,Manual,First,18.2,1199,82.4,5,3.25
Maruti,Maruti Ciaz VXi Plus,Mumbai,18.9667,72.8333,2015,41000,Petrol,Manual,First,20.73,1373,91.1,5,5.85
Hyundai,Hyundai Grand i10 Asta,Kolkata,22.5411,88.3378,2014,41000,Petrol,Manual,First,18.9,1197,82,5,3.14
Renault,Renault KWID RXT,Bangalore,12.9699,77.598,2016,41000,Petrol,Manual,Second,25.17,799,53.3,5,3.25
Nissan,Nissan Sunny 2011-2014 XL,Jaipur,26.9167,75.8667,2011,41000,Petrol,Manual,Second,16.95,1498,97.7,5,3
Hyundai,Hyundai i20 Sportz 1.2,Kochi,9.9353,76.2592,2015,40901,Petrol,Manual,First,18.6,1197,81.83,5,5.76
Honda,Honda Amaze V Petrol,Kochi,9.9353,76.2592,2016,40866,Petrol,Manual,First,19.5,1199,86.76,5,5.47
Maruti,Maruti Ciaz ZDi Plus SHVS,Kochi,9.9353,76.2592,2016,40810,Diesel,Manual,First,28.09,1248,88.5,5,7.9
Toyota,Toyota Corolla 1.8 J,Kolkata,22.5411,88.3378,2014,40748,Petrol,Manual,First,14.53,1798,138,5,6.3
BMW,BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,26.9167,75.8667,2013,40714,Diesel,Automatic,Second,18.12,1995,190,5,24.75
Chevrolet,Chevrolet Beat Diesel LT,Bangalore,12.9699,77.598,2012,40700,Diesel,Manual,First,25.44,936,57.6,5,2.65
Toyota,Toyota Innova Crysta 2.8 ZX AT,Coimbatore,11,76.9667,2019,40674,Diesel,Automatic,First,11.36,2755,171.5,7,24.82
Audi,Audi A4 New 2.0 TDI Multitronic,Coimbatore,11,76.9667,2013,40670,Diesel,Automatic,Second,15.2,1968,140.8,5,17.74
Tata,Tata Safari Storme 2012-2015 LX,Kochi,9.9353,76.2592,2015,40611,Diesel,Manual,First,14,2179,138.1,7,8.15
Hyundai,Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,18.9667,72.8333,2015,40600,Petrol,Automatic,First,17,1591,121.3,5,7.2
Maruti,Maruti Ciaz ZDi Plus SHVS,Jaipur,26.9167,75.8667,2015,40500,Diesel,Manual,First,28.09,1248,88.5,5,7.1
Hyundai,Hyundai i10 Magna 1.2,Jaipur,26.9167,75.8667,2011,40496,Petrol,Manual,First,20.36,1197,78.9,5,2.65
BMW,BMW 5 Series 2010-2013 530d,Coimbatore,11,76.9667,2012,40471,Diesel,Automatic,Second,16.2,2993,235,5,25.72
Hyundai,Hyundai Creta 1.6 CRDi SX,Kochi,9.9353,76.2592,2017,40459,Diesel,Manual,First,19.67,1582,126.2,5,13.28
Mahindra,Mahindra Bolero ZLX,Mumbai,18.9667,72.8333,2016,40448,Diesel,Manual,First,15.96,2523,62.1,7,3.5
Maruti,Maruti Ciaz ZXi Option,Kochi,9.9353,76.2592,2016,40347,Petrol,Manual,First,20.73,1373,91.2,5,7.8
Maruti,Maruti Celerio ZXI AT,Mumbai,18.9667,72.8333,2015,40337,Petrol,Automatic,First,23.1,998,67.04,5,4.45
Hyundai,Hyundai Grand i10 SportZ Edition,Kochi,9.9353,76.2592,2018,40322,Petrol,Manual,First,18.9,1197,81.86,5,5.5
Audi,Audi Q5 30 TDI quattro Premium,Coimbatore,11,76.9667,2017,40318,Diesel,Automatic,First,14.16,1968,174.3,5,43.74
Honda,Honda Brio 1.2 S Option MT,Delhi,28.7,77.2,2012,40315,Petrol,Manual,First,18.5,1198,86.8,5,2.75
Hyundai,Hyundai i20 Asta 1.2,Coimbatore,11,76.9667,2016,40310,Petrol,Manual,First,18.6,1197,81.83,5,7.09
Hyundai,Hyundai i20 Sportz 1.2,Kolkata,22.5411,88.3378,2013,40300,Petrol,Manual,First,18.5,1197,82.85,5,2.8
Mahindra,Mahindra Bolero mHAWK D70 ZLX,Hyderabad,17.3667,78.4667,2017,40279,Diesel,Manual,First,16.5,1493,70,7,8
Hyundai,Hyundai i20 Active SX Petrol,Jaipur,26.9167,75.8667,2017,40250,Petrol,Manual,First,17.19,1197,81.86,5,6.9
Nissan,Nissan Terrano XV Premium 110 PS,Mumbai,18.9667,72.8333,2014,40206,Diesel,Manual,First,19.01,1461,108.5,5,7.22
Volkswagen,Volkswagen Vento 1.6 Highline,Mumbai,18.9667,72.8333,2015,40194,Petrol,Manual,First,15.04,1598,103.2,5,5.55
Renault,Renault Pulse Petrol RxL,Delhi,28.7,77.2,2016,40190,Petrol,Manual,First,18.06,1198,74.93,5,4.25
Hyundai,Hyundai i20 1.4 Sportz,Kochi,9.9353,76.2592,2018,40175,Diesel,Manual,Second,22.54,1396,88.73,5,6.36
Hyundai,Hyundai Creta 1.6 CRDi SX Option,Pune,18.5236,73.8478,2017,40158,Diesel,Manual,First,19.67,1582,126.2,5,13.75
Mercedes-Benz,Mercedes-Benz GLE 350d,Coimbatore,11,76.9667,2018,40129,Diesel,Automatic,First,11.57,2987,254.79,5,70.8
Mercedes-Benz,Mercedes-Benz New C-Class 220 CDI AT,Delhi,28.7,77.2,2013,40100,Diesel,Automatic,First,14.84,2143,170,5,14.5
Maruti,Maruti Swift Dzire Ldi BSIV,Kolkata,22.5411,88.3378,2015,40082,Diesel,Manual,First,19.3,1248,73.9,5,4.76
Maruti,Maruti Ritz ZXI,Coimbatore,11,76.9667,2016,40052,Petrol,Manual,First,21.1,1197,85.8,5,6.17
Hyundai,Hyundai Verna 1.6 SX CRDI (O) AT,Kolkata,22.5411,88.3378,2014,40000,Diesel,Automatic,First,22.32,1582,126.32,5,5.25
Audi,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,18.9667,72.8333,2014,40000,Diesel,Automatic,First,17.68,1968,174.33,5,22.95
Honda,Honda City ZX GXi,Kolkata,22.5411,88.3378,2008,40000,Petrol,Manual,First,17.7,1497,78,5,1.8
Honda,Honda City ZX GXi,Kolkata,22.5411,88.3378,2008,40000,Petrol,Manual,First,17.7,1497,78,5,2
Maruti,Maruti Wagon R LXI BS IV,Kolkata,22.5411,88.3378,2014,40000,Petrol,Manual,First,20.51,998,67.04,5,2.49
Tata,Tata Zest Revotron 1.2 XT,Mumbai,18.9667,72.8333,2014,40000,Petrol,Manual,First,17.57,1193,88.7,5,3.95
Nissan,Nissan Terrano XL,Mumbai,18.9667,72.8333,2014,40000,Petrol,Manual,First,13.24,1598,102.5,5,5.25
Tata,Tata Manza Aura Safire,Kolkata,22.5411,88.3378,2010,40000,Petrol,Manual,First,15,1368,90,5,1.35
Ford,Ford Ikon 1.3 Flair,Chennai,13.09,80.27,2007,40000,Petrol,Manual,Third,13.8,1299,70,5,1.1
Mercedes-Benz,Mercedes-Benz E-Class E250 CDI Avantgrade,Delhi,28.7,77.2,2014,40000,Diesel,Automatic,First,13,2143,201.1,5,24
Hyundai,Hyundai i10 Sportz 1.2,Kolkata,22.5411,88.3378,2009,40000,Petrol,Manual,First,20.36,1197,78.9,5,1.7
Maruti,Maruti Wagon R LXI CNG,Mumbai,18.9667,72.8333,2014,40000,CNG,Manual,Second,26.6,998,58.16,5,3.15
Mercedes-Benz,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,18.9667,72.8333,2011,40000,Petrol,Automatic,Second,11.74,1796,186,5,14.5
Maruti,Maruti Swift Dzire ZXi,Delhi,28.7,77.2,2013,40000,Petrol,Manual,First,17.5,1298,85.8,5,4.25
Land,Land Rover Discovery Sport TD4 HSE 7S,Mumbai,18.9667,72.8333,2017,40000,Diesel,Automatic,First,12.81,1999,148.31,7,41.5
Honda,Honda Amaze E i-Vtech,Kolkata,22.5411,88.3378,2013,40000,Petrol,Manual,First,18,1198,86.7,5,2.9
Tata,Tata Bolt Quadrajet XE,Hyderabad,17.3667,78.4667,2017,40000,Diesel,Manual,First,22.95,1248,74,5,5.25
Renault,Renault Scala Diesel RxL,Kolkata,22.5411,88.3378,2013,40000,Diesel,Manual,First,21.64,1461,84.8,5,4
Maruti,Maruti Swift ZXI,Ahmedabad,23.03,72.58,2015,40000,Petrol,Manual,First,20.4,1197,81.8,5,5.9
Tata,Tata Zest Revotron 1.2T XMS,Chennai,13.09,80.27,2015,40000,Petrol,Manual,First,17.57,1193,88.7,5,4
Honda,Honda City i DTEC SV,Kolkata,22.5411,88.3378,2014,40000,Diesel,Manual,First,26,1498,98.6,5,4.45
Maruti,Maruti Swift Dzire VXI,Kolkata,22.5411,88.3378,2013,40000,Petrol,Manual,First,19.1,1197,85.8,5,3.55
Maruti,Maruti Vitara Brezza VDi Option,Delhi,28.7,77.2,2017,40000,Diesel,Manual,First,24.3,1248,88.5,5,7.85
Hyundai,Hyundai i20 1.2 Sportz,Ahmedabad,23.03,72.58,2013,40000,Petrol,Manual,First,17,1197,80,5,4.9
Toyota,Toyota Fortuner 2.8 2WD AT,Delhi,28.7,77.2,2017,40000,Diesel,Automatic,First,12.9,2755,174.5,7,30
Maruti,Maruti Ertiga ZDI,Chennai,13.09,80.27,2012,40000,Diesel,Manual,First,20.77,1248,88.8,7,7
Maruti,Maruti Vitara Brezza VDi Option,Delhi,28.7,77.2,2017,40000,Diesel,Manual,First,24.3,1248,88.5,5,7.9
Audi,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,12.9699,77.598,2014,40000,Diesel,Automatic,First,17.11,1968,174.33,5,22.5
Hyundai,Hyundai Elantra CRDi SX,Mumbai,18.9667,72.8333,2013,40000,Diesel,Manual,Second,22.7,1582,126.24,5,6.95
Maruti,Maruti Wagon R VXI BS IV,Kolkata,22.5411,88.3378,2012,40000,Petrol,Manual,First,18.9,998,67.1,5,2.35
Maruti,Maruti Ertiga ZDI,Chennai,13.09,80.27,2015,40000,Diesel,Manual,First,20.77,1248,88.8,7,8.25
Audi,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,22.5411,88.3378,2014,40000,Diesel,Automatic,First,17.11,1968,174.33,5,17.5
Honda,Honda Amaze S i-Vtech,Kolkata,22.5411,88.3378,2013,40000,Petrol,Manual,First,18,1198,86.7,5,3.25
Toyota,Toyota Innova Crysta 2.8 GX AT 8S,Chennai,13.09,80.27,2016,40000,Diesel,Automatic,First,11.36,2755,171.5,8,16.45
Mahindra,Mahindra XUV500 W10 2WD,Jaipur,26.9167,75.8667,2017,40000,Diesel,Manual,First,16,2179,140,7,15.9
Mercedes-Benz,Mercedes-Benz CLA 200 CGI Sport,Delhi,28.7,77.2,2016,40000,Petrol,Automatic,First,15.04,1991,183,5,24.5
BMW,BMW 3 Series 320i,Pune,18.5236,73.8478,2009,40000,Petrol,Automatic,Second,12.05,1995,154,5,9.5
Hyundai,Hyundai Xcent 1.2 VTVT E,Pune,18.5236,73.8478,2018,40000,Petrol,Manual,First,20.14,1197,81.86,5,5
Hyundai,Hyundai Creta 1.6 VTVT S,Bangalore,12.9699,77.598,2016,40000,Petrol,Manual,First,15.29,1591,121.3,5,11.5
Nissan,Nissan Terrano XL Plus 85 PS,Kolkata,22.5411,88.3378,2014,40000,Diesel,Manual,First,20.45,1461,83.8,5,5.75
Maruti,Maruti Wagon R LX BSII,Chennai,13.09,80.27,2006,40000,Petrol,Manual,First,18.9,998,67.1,5,2
Toyota,Toyota Fortuner 4x2 Manual,Delhi,28.7,77.2,2015,40000,Diesel,Manual,Second,13,2982,168.5,7,18.75
Maruti,Maruti Swift Dzire LDI,Delhi,28.7,77.2,2015,40000,Diesel,Manual,Second,26.59,1248,74,5,4.5
Honda,Honda City 1.5 V MT Sunroof,Kolkata,22.5411,88.3378,2014,40000,Petrol,Manual,First,16.8,1497,116.3,5,6.49
Audi,Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,13.09,80.27,2014,40000,Diesel,Automatic,First,17.11,1968,174.33,5,22
Mercedes-Benz,Mercedes-Benz E-Class 200 Kompressor Elegance,Delhi,28.7,77.2,2014,40000,Petrol,Automatic,First,10.5,1796,157.7,5,24
Porsche,Porsche Panamera Diesel,Hyderabad,17.3667,78.4667,2013,40000,Diesel,Automatic,Second,17.85,2967,300,4,45
Maruti,Maruti Ertiga ZDI,Kochi,9.9353,76.2592,2013,39929,Diesel,Manual,First,20.77,1248,88.8,7,6.56
Toyota,Toyota Fortuner 4x4 MT,Hyderabad,17.3667,78.4667,2018,39927,Diesel,Manual,First,12.55,2982,168.5,7,32.1
Nissan,Nissan Micra XV CVT,Coimbatore,11,76.9667,2016,39882,Petrol,Automatic,First,19.15,1198,75.94,5,6.55
Honda,Honda Amaze S i-VTEC,Mumbai,18.9667,72.8333,2013,39879,Petrol,Manual,First,17.8,1198,86.7,5,3.89
Hyundai,Hyundai Xcent 1.2 Kappa S Option,Kolkata,22.5411,88.3378,2015,39871,Petrol,Manual,First,19.1,1197,81.86,5,3.5
Maruti,Maruti Wagon R VXI,Jaipur,26.9167,75.8667,2017,39867,Petrol,Manual,First,22.5,998,67.04,5,4.5
Volkswagen,Volkswagen Polo 1.5 TDI Highline,Coimbatore,11,76.9667,2018,39861,Diesel,Manual,First,20.14,1498,88.8,5,7.38
Honda,Honda Amaze S i-Vtech,Kochi,9.9353,76.2592,2016,39854,Petrol,Manual,First,18,1198,86.7,5,5.64
Fiat,Fiat Linea Emotion,Kolkata,22.5411,88.3378,2010,39852,Petrol,Manual,First,16,1368,90,5,1.59
Skoda,Skoda Rapid 1.6 MPI Ambition,Mumbai,18.9667,72.8333,2015,39822,Petrol,Manual,First,15.41,1598,103.52,5,4.68
Tata,Tata Hexa XT,Pune,18.5236,73.8478,2017,39800,Diesel,Manual,First,17.6,2179,153.86,7,14.25
Honda,Honda Jazz Active,Kolkata,22.5411,88.3378,2010,39800,Petrol,Manual,First,16,1198,90,5,1.99
Hyundai,Hyundai Verna 1.6 SX,Hyderabad,17.3667,78.4667,2014,39791,Diesel,Manual,First,22.32,1582,126.32,5,7.49
Maruti,Maruti Ritz VDi,Kolkata,22.5411,88.3378,2012,39772,Diesel,Manual,First,23.2,1248,73.94,5,2.85
Mercedes-Benz,Mercedes-Benz E-Class E250 CDI Avantgrade,Coimbatore,11,76.9667,2016,39753,Diesel,Automatic,First,13,2143,201.1,5,35.28
Audi,Audi A4 35 TDI Premium,Coimbatore,11,76.9667,2016,39644,Diesel,Automatic,First,17.11,1968,174.33,5,25.75
BMW,BMW X6 xDrive30d,Coimbatore,11,76.9667,2014,39626,Diesel,Automatic,First,11.2,2993,241,4,40.66
Honda,Honda Amaze S i-Dtech,Kolkata,22.5411,88.3378,2013,39575,Diesel,Manual,First,25.8,1498,98.6,5,3.25
Honda,Honda Brio S Option MT,Mumbai,18.9667,72.8333,2012,39566,Petrol,Manual,Second,18.4,1198,86.8,5,2.75
Mahindra,Mahindra KUV 100 mFALCON D75 K6,Kochi,9.9353,76.2592,2017,39528,Diesel,Manual,First,25.32,1198,77,6,5.83
Mitsubishi,Mitsubishi Outlander 2.4,Bangalore,12.9699,77.598,2010,39525,Petrol,Automatic,First,11.3,2360,170,5,9.25
Mercedes-Benz,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Ahmedabad,23.03,72.58,2016,39500,Diesel,Automatic,First,15,2143,204,5,29.5
Maruti,Maruti Swift LDI,Jaipur,26.9167,75.8667,2015,39437,Diesel,Manual,First,28.4,1248,74,5,5.15
Honda,Honda City i VTEC CVT SV,Kochi,9.9353,76.2592,2017,39430,Petrol,Automatic,First,18,1497,117.3,5,8.29
Ford,Ford Figo 2015-2019 1.2P Trend MT,Coimbatore,11,76.9667,2017,39419,Petrol,Manual,First,18.16,1196,86.8,5,4.95
Mahindra,Mahindra XUV500 W8 2WD,Coimbatore,11,76.9667,2015,39335,Diesel,Manual,First,15.1,2179,140,7,12.63
Maruti,Maruti Zen Estilo VXI BSIII,Hyderabad,17.3667,78.4667,2010,39300,Petrol,Manual,First,18.2,998,67.1,5,2.25
Volkswagen,Volkswagen Passat Highline DSG,Kolkata,22.5411,88.3378,2012,39273,Diesel,Automatic,First,14.3,1968,140,5,6.99
Audi,Audi A4 35 TDI Premium,Coimbatore,11,76.9667,2016,39237,Diesel,Automatic,First,17.11,1968,174.33,5,25.64
Fiat,Fiat Linea T-Jet Active,Coimbatore,11,76.9667,2016,39228,Petrol,Manual,First,15.7,1368,112.4,5,6.58
Tata,Tata Zest Revotron 1.2T XM,Kochi,9.9353,76.2592,2015,39208,Petrol,Manual,First,17.57,1193,88.7,5,4.52
Mitsubishi,Mitsubishi Pajero Sport Anniversary Edition,Kolkata,22.5411,88.3378,2014,39163,Diesel,Manual,First,13.5,2477,178,7,14.7
Mercedes-Benz,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Bangalore,12.9699,77.598,2007,39037,Diesel,Automatic,First,14.84,2143,170,5,9.25
Maruti,Maruti Ciaz 1.3 Alpha,Kochi,9.9353,76.2592,2018,39023,Diesel,Manual,First,28.09,1248,88.5,5,9.48
Nissan,Nissan Micra Diesel XV,Kolkata,22.5411,88.3378,2011,39010,Diesel,Manual,First,23.08,1461,63.1,5,2.6
Nissan,Nissan Micra Diesel XV,Kolkata,22.5411,88.3378,2011,39002,Diesel,Manual,First,23.08,1461,63.1,5,2.85
Volkswagen,Volkswagen Vento 2013-2015 1.6 Comfortline,Kolkata,22.5411,88.3378,2015,39000,Petrol,Manual,First,15.04,1598,103.2,5,3.99
Maruti,Maruti Vitara Brezza ZDi Plus,Hyderabad,17.3667,78.4667,2017,39000,Diesel,Manual,First,24.3,1248,88.5,5,9.49
Mercedes-Benz,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mumbai,18.9667,72.8333,2010,39000,Diesel,Automatic,First,14.84,2143,170,5,9.5
Ford,Ford EcoSport 1.5 Diesel Titanium,Delhi,28.7,77.2,2017,39000,Diesel,Manual,First,23,1498,98.96,5,8.45
Maruti,Maruti Omni 8 Seater BSIV,Mumbai,18.9667,72.8333,2011,39000,Petrol,Manual,First,14,796,35,5,1.5
BMW,BMW 3 Series 318i Sedan,Pune,18.5236,73.8478,2012,39000,Petrol,Automatic,Second,12.05,1995,154,5,15
Maruti,Maruti Swift Dzire LDI,Pune,18.5236,73.8478,2016,39000,Diesel,Manual,First,26.59,1248,74,5,5.8
Ford,Ford Figo Diesel LXI,Chennai,13.09,80.27,2010,39000,Diesel,Manual,First,20,1399,68,5,2.5
Hyundai,Hyundai i20 Asta Option 1.2,Mumbai,18.9667,72.8333,2015,39000,Petrol,Manual,First,18.6,1197,81.83,5,5.5
Hyundai,Hyundai i20 Asta 1.2,Bangalore,12.9699,77.598,2015,39000,Petrol,Manual,Second,18.6,1197,81.83,5,6.3
Volkswagen,Volkswagen Polo Diesel Highline 1.2L,Pune,18.5236,73.8478,2010,39000,Diesel,Manual,First,22.07,1199,73.9,5,3.05
Honda,Honda Amaze S AT i-Vtech,Mumbai,18.9667,72.8333,2014,39000,Petrol,Automatic,First,15.5,1198,86.7,5,4.45
Hyundai,Hyundai i20 2015-2017 1.2 Magna,Pune,18.5236,73.8478,2012,39000,Petrol,Manual,First,18.5,1197,80,5,2.75
Honda,Honda City i-DTEC SV,Kolkata,22.5411,88.3378,2015,39000,Diesel,Manual,First,25.6,1498,98.6,5,5.49
Honda,Honda City V AT,Kolkata,22.5411,88.3378,2013,39000,Petrol,Automatic,First,15.6,1497,116.3,5,4.55
